player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Freshrune,DeathKnight,tank,Blood,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,133001,133001,133001,null,33.0,33.0,492.0,2024-08-19,2024-08-19
Leanus,Druid,tank,Guardian,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,103739,124607,124607,20.1,57.0,80.0,462.5,2023-12-10,2023-12-27
Freshrune,DeathKnight,tank,Blood,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,102522,102522,133001,null,52.0,52.0,462.0,2023-12-10,2023-12-10
Errorzone,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,98189,98189,98189,null,29.0,29.0,469.0,2024-01-07,2024-01-07
Freshkick,Monk,tank,Brewmaster,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,93850,93850,93850,null,24.0,24.0,462.0,2024-01-07,2024-01-07
Paramedics,Paladin,tank,Protection,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,88823,105409,90513,1.9,58.0,89.0,464.3,2023-11-15,2023-12-06
Wwollveriine,Druid,tank,Guardian,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,80489,80489,80489,null,20.0,20.0,459.0,2024-01-24,2024-01-24
Socktardruid,Druid,tank,Guardian,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,226,226,226,null,0.0,0.0,null,2024-01-24,2024-01-24
Ruè,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,null,null,null,null,null,null,474.0,2023-12-27,2023-12-27
Üff,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,443030,443030,443030,null,87.0,87.0,520.0,2024-05-13,2024-05-13
Mægisk,Rogue,dps,Outlaw,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,434176,434176,434176,null,82.0,82.0,516.0,2024-05-13,2024-05-13
Lubrikator,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,354694,478190,478190,34.8,94.5,97.0,488.7,2023-11-29,2024-05-13
Larssonadin,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,354616,354616,354616,null,36.0,36.0,513.0,2024-05-13,2024-05-13
Johnwoman,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,5,347897,432248,432248,24.2,93.8,99.0,491.2,2023-12-20,2024-05-13
Lyonwarr,Warrior,dps,Fury,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,2,333355,415636,415636,24.7,71.0,85.0,502.5,2024-01-17,2024-05-13
Yearning,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,331887,331887,331887,null,30.0,30.0,511.0,2024-05-13,2024-05-13
Bobthedh,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,2,302882,304725,304725,0.6,97.0,97.0,478.0,2023-11-29,2023-12-06
Svenoz,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,296854,296854,296854,null,17.0,17.0,516.0,2024-05-13,2024-05-13
Clomp,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,4,289615,393582,393582,35.9,84.3,95.0,488.8,2023-12-13,2024-05-13
Kalimoon,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,286887,286887,286887,null,11.0,11.0,505.0,2024-05-13,2024-05-13
Unrecorded,Mage,dps,Arcane,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,5,276133,296718,278768,1.0,81.4,94.0,481.6,2023-11-29,2024-01-10
Hobbyalkis,Rogue,dps,Assassination,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,7,274229,426780,426780,55.6,44.5,79.0,484.3,2023-11-29,2024-05-13
Picklewizard,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,264539,310022,273794,3.5,83.6,96.0,482.2,2023-11-29,2024-01-17
Cocainekate,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,262098,287511,270239,3.1,48.8,62.0,483.0,2023-12-06,2024-01-17
Josey,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,2,255006,260147,260147,2.0,60.0,60.0,480.5,2023-12-06,2023-12-13
Dribblering,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,4,254218,286569,286569,12.7,89.7,95.0,478.3,2023-11-29,2024-01-10
Krackead,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,5,253767,291807,277477,9.3,66.5,96.0,482.2,2023-12-06,2024-01-17
Appletiser,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,5,240679,253056,253056,5.1,79.4,92.0,481.4,2023-11-29,2024-01-10
Everzz,Shaman,dps,Enhancement,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,233326,269774,269774,15.6,64.3,85.0,477.5,2023-11-29,2024-01-17
Calisae,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,225402,250838,239903,6.4,65.8,78.0,481.0,2023-11-29,2024-01-17
Iustitiæ,Warrior,dps,Arms,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,221357,240183,238677,7.8,76.2,91.0,481.5,2023-11-29,2024-01-17
Temitiri,Shaman,dps,Elemental,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,7,218360,261152,261152,19.6,55.2,91.0,484.4,2023-11-29,2024-05-13
Roadruid,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,4,217568,237518,237518,9.2,63.3,86.0,476.0,2023-11-29,2023-12-20
Ollieyay,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,6,215216,307204,307204,42.7,47.5,87.0,486.8,2023-11-29,2024-05-13
Portsmouth,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,211989,211989,211989,null,34.0,34.0,483.0,2024-01-03,2024-01-03
Spêctrum,Warlock,dps,Destruction,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,209942,209942,209942,null,8.0,8.0,509.0,2024-05-13,2024-05-13
Pangbruden,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,3,208833,222400,222400,6.5,20.0,29.0,480.0,2023-12-06,2023-12-20
Turbohot,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,3,206837,239634,239634,15.9,20.0,36.0,479.3,2024-01-03,2024-01-17
Zalris,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,3,191802,235025,112316,-41.4,17.5,32.0,478.0,2023-11-29,2023-12-20
Elydiel,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,160498,160498,160498,null,null,null,473.0,2023-12-13,2023-12-13
Dribblering,Evoker,healer,Preservation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,49421,49421,286569,null,93.0,93.0,476.0,2023-12-06,2023-12-06
Momobami,Priest,healer,Discipline,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,7,43341,58087,58087,34.0,42.0,92.0,482.7,2023-11-29,2024-05-13
Pistachios,Monk,healer,Mistweaver,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,26338,26338,26338,null,80.0,80.0,486.0,2024-01-17,2024-01-17
Bigboiples,Druid,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,8,25224,38723,15203,-39.7,92.9,99.0,484.5,2023-11-29,2024-05-13
Magicwingers,Evoker,healer,Preservation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,7,17931,34551,26356,47.0,29.5,57.0,486.0,2023-11-29,2024-05-13
Neyaara,Paladin,healer,Holy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,8,10502,25510,25510,142.9,38.1,72.0,486.5,2023-11-29,2024-05-13
Lucyinder,Monk,tank,Brewmaster,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,1,213462,213462,213462,null,64.0,64.0,510.0,2024-05-13,2024-05-13
Lenus,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,8,177458,238404,238404,34.3,84.3,95.0,485.6,2023-11-29,2024-05-13
Paramedics,Paladin,tank,Protection,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",5,Mythic,7,119733,139034,131127,9.5,47.3,67.0,478.7,2023-11-29,2024-01-17
Lyonwarr,Warrior,dps,Arms,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,421102,421102,421102,null,98.0,98.0,514.0,2024-05-08,2024-05-08
Bensvoker,Evoker,dps,Devastation,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,408820,408820,408820,null,99.0,99.0,517.0,2024-05-08,2024-05-08
Johnwoman,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,386722,386722,386722,null,99.0,99.0,508.0,2024-05-08,2024-05-08
Frenzyy,Druid,dps,Balance,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,378283,378283,378283,null,98.0,98.0,519.0,2024-05-08,2024-05-08
Turbohot,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,360368,360368,360368,null,95.0,95.0,508.0,2024-05-08,2024-05-08
Yearning,Monk,dps,Windwalker,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,303403,303403,303403,null,86.0,86.0,506.0,2024-05-08,2024-05-08
Alexbuh,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,286705,286705,286705,null,78.0,78.0,485.0,2024-05-08,2024-05-08
Sprutpesse,Priest,dps,Shadow,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,262383,262383,262383,null,74.0,74.0,511.0,2024-05-08,2024-05-08
Larssonhter,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,251767,251767,251767,null,62.0,62.0,483.0,2024-05-08,2024-05-08
Mægisk,Rogue,dps,Outlaw,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,243928,243928,243928,null,70.0,70.0,507.0,2024-05-08,2024-05-08
Unrecorded,Mage,dps,Fire,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,229131,323669,323669,41.3,95.0,99.0,470.7,2023-11-15,2024-05-08
Cuddles,Priest,dps,Shadow,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,221571,221571,221571,null,54.0,54.0,489.0,2024-05-08,2024-05-08
Lubrikator,Warlock,dps,Destruction,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,220496,354968,354968,61.0,91.0,96.0,472.3,2023-11-15,2024-05-08
Meleeiseasy,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,203772,203772,203772,null,48.0,48.0,512.0,2024-05-08,2024-05-08
Roadruid,Druid,dps,Balance,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,201377,201377,201377,null,98.0,98.0,459.0,2023-11-22,2023-11-22
Bobthedh,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,200340,200340,200340,null,98.0,98.0,464.0,2023-11-22,2023-11-22
Clomp,Mage,dps,Frost,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,192160,250050,250050,30.1,87.7,97.0,471.3,2023-11-15,2024-05-08
Cocainekate,Warlock,dps,Demonology,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,192078,297892,297892,55.1,75.7,90.0,470.0,2023-11-15,2024-05-08
Hobbyalkis,Rogue,dps,Assassination,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,190448,268360,268360,40.9,80.7,92.0,474.0,2023-11-15,2024-05-08
Pickleh,Hunter,dps,Survival,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,188417,188417,188417,null,89.0,89.0,476.0,2023-12-10,2023-12-10
Mashin,Druid,dps,Feral,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,181050,249207,249207,37.6,77.7,95.0,468.7,2023-11-15,2024-05-08
Budgetgoku,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,180774,180774,180774,null,84.0,84.0,472.0,2023-12-10,2023-12-10
Liiq,Rogue,dps,Assassination,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,177381,177381,177381,null,74.0,74.0,473.0,2023-12-10,2023-12-10
Picklewizard,Monk,dps,Windwalker,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,171557,198909,198909,15.9,98.0,99.0,459.0,2023-11-15,2023-11-22
Badassgal,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,169342,169342,169342,null,77.0,77.0,475.0,2023-12-10,2023-12-10
Alexmäe,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,161662,161662,161662,null,67.0,67.0,459.0,2023-12-10,2023-12-10
Ollieyay,DeathKnight,dps,Unholy,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,156206,178535,178535,14.3,87.0,94.0,458.0,2023-11-15,2023-11-22
Pangbruden,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,151935,181262,181262,19.3,65.0,91.0,454.0,2023-11-15,2023-11-22
Everzz,Shaman,dps,Enhancement,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,151793,178259,178259,17.4,87.5,95.0,450.0,2023-11-15,2023-11-22
Gigacodders,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,144829,144829,144829,null,62.0,62.0,457.0,2023-12-10,2023-12-10
Josey,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,142385,187042,187042,31.4,74.0,96.0,459.0,2023-11-15,2023-11-22
Appletiser,Druid,dps,Balance,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,141490,176284,176284,24.6,74.0,95.0,456.0,2023-11-15,2023-11-22
Portsmouth,Mage,dps,Frost,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,140494,205000,205000,45.9,67.7,96.0,460.7,2023-11-15,2023-12-10
Temitiri,Shaman,dps,Elemental,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,137805,166241,166241,20.6,82.5,96.0,455.5,2023-11-15,2023-11-22
Zalris,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,136452,162669,162669,19.2,55.5,83.0,454.0,2023-11-15,2023-11-22
Calisae,Evoker,dps,Augmentation,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,133945,157181,157181,17.3,87.5,95.0,449.0,2023-11-15,2023-11-22
Iustitiæ,Warrior,dps,Arms,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,132307,171874,171874,29.9,62.5,94.0,451.5,2023-11-15,2023-11-22
Michipe,Monk,dps,Windwalker,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,131577,143470,143470,9.0,86.0,92.0,451.0,2023-11-15,2023-11-22
Krackead,Mage,dps,Fire,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,129734,135815,135815,4.7,75.0,80.0,448.5,2023-11-15,2023-11-22
Visunjê,Rogue,dps,Assassination,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,129005,129005,129005,null,42.0,42.0,451.0,2023-12-10,2023-12-10
Temra,Warlock,dps,Demonology,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,126160,126160,126160,null,46.0,46.0,449.0,2023-12-10,2023-12-10
Larssondemon,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,125265,125265,125265,null,48.0,48.0,452.0,2023-12-10,2023-12-10
Lúcífér,DeathKnight,dps,Unholy,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,120644,144275,144275,19.6,59.0,82.0,450.0,2023-11-15,2023-11-22
Elydiel,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,116083,134319,134319,15.7,52.0,75.0,451.0,2023-11-15,2023-11-22
Dribblering,Evoker,dps,Augmentation,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,115311,158881,158881,37.8,61.0,96.0,453.5,2023-11-15,2023-11-22
Bananjägare,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,115252,115252,115252,null,41.0,41.0,452.0,2023-12-10,2023-12-10
Olliejay,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,113588,113588,113588,null,30.0,30.0,448.0,2023-12-10,2023-12-10
Johndiaper,Hunter,dps,BeastMastery,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,88951,88951,88951,null,14.0,14.0,425.0,2023-12-10,2023-12-10
Katerine,Druid,dps,Balance,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,87414,87414,87414,null,21.0,21.0,462.0,2023-12-10,2023-12-10
Blancobenz,DeathKnight,dps,Unholy,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,83111,83111,83111,null,23.0,23.0,445.0,2023-11-15,2023-11-15
Fibres,Mage,dps,Fire,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,46793,46793,46793,null,7.0,7.0,448.0,2023-12-10,2023-12-10
Bigboiples,Druid,healer,Restoration,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,61070,148078,148078,142.5,96.3,99.0,469.0,2023-11-15,2024-05-08
Asdaadd,Shaman,healer,Restoration,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,42829,42829,42829,null,89.0,89.0,510.0,2024-05-08,2024-05-08
Momobami,Priest,healer,Discipline,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,28415,42313,42313,48.9,67.7,90.0,471.3,2023-11-15,2024-05-08
Renewcifer,Priest,healer,Discipline,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,21081,21081,21081,null,31.0,31.0,452.0,2023-12-10,2023-12-10
Magicwingers,Evoker,healer,Preservation,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,17422,25537,22588,29.7,65.0,95.0,477.3,2023-11-15,2024-05-08
Pistachios,Monk,healer,Mistweaver,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,13192,13192,13192,null,53.0,53.0,475.0,2023-12-10,2023-12-10
Fauxcoated,Monk,healer,Mistweaver,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,7847,7847,7847,null,31.0,31.0,450.0,2023-12-10,2023-12-10
Neyaara,Paladin,healer,Holy,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,6611,8474,8474,28.2,31.5,47.0,457.5,2023-11-15,2023-11-22
Sirwaka,Shaman,healer,Restoration,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,4186,4186,4186,null,35.0,35.0,428.0,2023-12-10,2023-12-10
Apocryphâ,DeathKnight,tank,Blood,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,165228,165228,165228,null,87.0,87.0,507.0,2024-05-08,2024-05-08
Lenus,DemonHunter,tank,Vengeance,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,3,138543,207741,207741,49.9,97.3,99.0,472.7,2023-11-15,2024-05-08
Leanus,Druid,tank,Guardian,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,86592,86592,86592,null,76.0,76.0,452.0,2023-12-10,2023-12-10
Freshrune,DeathKnight,tank,Blood,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,1,84688,84688,84688,null,77.0,77.0,462.0,2023-12-10,2023-12-10
Paramedics,Paladin,tank,Protection,2824,Smolderon,"Amirdrassil, the Dream's Hope",3,Normal,2,55890,76296,76296,36.5,50.0,86.0,457.0,2023-11-15,2023-11-22
Mægisk,Rogue,dps,Outlaw,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,479181,479181,479181,null,95.0,95.0,526.0,2024-08-19,2024-08-19
Lyoncursed,Warrior,dps,Arms,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,425052,425052,425052,null,64.0,64.0,499.0,2024-08-19,2024-08-19
Larssonoker,Evoker,dps,Devastation,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,398719,398719,398719,null,80.0,80.0,516.0,2024-08-19,2024-08-19
Socialqs,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,395545,395545,395545,null,84.0,84.0,517.0,2024-06-19,2024-06-19
Bensvoker,Evoker,dps,Devastation,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,373018,373018,373018,null,95.0,95.0,519.0,2024-05-08,2024-05-08
Lyonprison,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,363345,363345,363345,null,86.0,86.0,522.0,2024-06-19,2024-06-19
Frenzyy,Druid,dps,Balance,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,359927,359927,359927,null,94.0,94.0,519.0,2024-05-08,2024-05-08
Zydeh,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,335823,335823,335823,null,80.0,80.0,520.0,2024-05-29,2024-05-29
Wingseb,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,2,335266,359998,359998,7.4,61.5,74.0,520.5,2024-05-29,2024-06-19
Codders,Mage,dps,Arcane,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,334658,334658,334658,null,77.0,77.0,508.0,2024-08-19,2024-08-19
Temitiri,Shaman,dps,Elemental,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,330158,330158,330158,null,61.0,61.0,505.0,2024-08-19,2024-08-19
Yearning,Monk,dps,Windwalker,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,329876,329876,329876,null,63.0,63.0,517.0,2024-08-19,2024-08-19
Aideên,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,323086,323086,323086,null,76.0,76.0,518.0,2024-05-29,2024-05-29
Killyaan,DeathKnight,dps,Unholy,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,305035,305035,305035,null,99.0,99.0,487.0,2024-01-24,2024-01-24
Larssonadin,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,3,303640,339889,269897,-11.1,52.0,62.0,516.0,2024-05-08,2024-06-19
Cuddles,Priest,dps,Shadow,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,303638,303638,303638,null,77.0,77.0,518.0,2024-06-19,2024-06-19
Cálamíty,Mage,dps,Arcane,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,286067,286067,286067,null,93.0,93.0,486.0,2024-01-24,2024-01-24
Ashminge,Mage,dps,Fire,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,280391,280391,280391,null,67.0,67.0,499.0,2024-06-19,2024-06-19
Emsy,Priest,dps,Shadow,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,276712,276712,276712,null,67.0,67.0,510.0,2024-05-29,2024-05-29
Televisions,Priest,dps,Shadow,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,274474,274474,274474,null,58.0,58.0,501.0,2024-08-19,2024-08-19
Mægizk,Mage,dps,Fire,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,272050,272050,272050,null,63.0,63.0,519.0,2024-06-19,2024-06-19
Monsterkuk,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,270081,270081,270081,null,53.0,53.0,512.0,2024-05-29,2024-05-29
Johnwoman,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,5,268661,347520,347520,29.4,96.3,99.0,488.8,2023-12-13,2024-05-08
Neyaara,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,268212,268212,58014,null,39.0,39.0,512.0,2024-05-08,2024-05-08
Stormblaster,Shaman,dps,Enhancement,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,268174,268174,268174,null,97.0,97.0,486.0,2024-01-24,2024-01-24
Sacrëd,Paladin,dps,Retribution,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,266882,266882,266882,null,96.0,96.0,486.0,2024-01-24,2024-01-24
Chilldrink,Mage,dps,Frost,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,250274,250274,250274,null,98.0,98.0,487.0,2024-01-24,2024-01-24
Illarr,DemonHunter,dps,Havoc,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,248978,248978,248978,null,96.0,96.0,485.0,2024-01-24,2024-01-24
Ravenious,Hunter,dps,Marksmanship,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,246627,246627,246627,null,65.0,65.0,521.0,2024-06-19,2024-06-19
Sprutpesse,Priest,dps,Shadow,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,246252,246252,246252,null,57.0,57.0,511.0,2024-05-08,2024-05-08
Bensmage,Mage,dps,Arcane,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,243609,243609,243609,null,80.0,80.0,483.0,2024-01-03,2024-01-03
Sebaheoung,Warlock,dps,Demonology,2824,Smolderon,Vault of the Incarnates,4,Heroic,1,242163,242163,242163,null,64.0,64.0,505.0,2024-08-19,2024-08-19
Clomp,Mage,dps,Frost,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,5,238424,336675,336675,41.2,86.8,98.0,490.6,2023-11-27,2024-05-29
Drrdoom,Warrior,dps,Fury,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,237923,237923,237923,null,89.0,89.0,486.0,2024-01-24,2024-01-24
Destinybro,Warlock,dps,Demonology,2824,Smolderon,"Amirdrassil, the Dream's Hope",4,Heroic,1,237370,237370,237370,null,90.0,90.0,485.0,2024-01-24,2024-01-24
