player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Yakkun,Warrior,tank,Protection,2919,Broodtwister Ovi'nax,Nerub-ar Palace,3,Normal,1,240165,240165,240165,null,7.0,7.0,592.0,2024-10-02,2024-10-02
Benjydk,DeathKnight,tank,Blood,2919,Broodtwister Ovi'nax,Nerub-ar Palace,3,Normal,1,204321,204321,204321,null,9.0,9.0,598.0,2024-09-25,2024-09-25
Enjiie,DemonHunter,dps,Havoc,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,2063769,2063769,2063769,null,97.0,97.0,635.0,2024-12-29,2024-12-29
Mægiisk,Shaman,dps,Elemental,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1665702,1665702,1665702,null,97.0,97.0,613.0,2024-11-24,2024-11-24
Faerlina,Monk,dps,Windwalker,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1459457,1459457,1459457,null,88.0,88.0,630.0,2024-11-24,2024-11-24
Coffeebeans,Shaman,dps,Enhancement,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1453623,1643303,1263943,-13.0,71.5,91.0,626.0,2024-11-24,2024-12-29
Ivaspear,Hunter,dps,Survival,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1422643,1422643,1422643,null,77.0,77.0,630.0,2024-11-24,2024-11-24
Norgramlol,Druid,dps,Balance,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1379163,1379163,1379163,null,75.0,75.0,636.0,2025-01-13,2025-01-13
Larssonhter,Hunter,dps,Survival,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1339189,1339189,1339189,null,59.0,59.0,619.0,2024-12-29,2024-12-29
Rizzleton,Shaman,dps,Elemental,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1312316,1312316,1312316,null,81.0,81.0,628.0,2024-11-24,2024-11-24
Lyonwarr,Warrior,dps,Fury,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,3,1311780,1356015,1355989,3.4,83.3,89.0,606.7,2024-09-16,2024-09-18
Wanchan,Mage,dps,Arcane,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,9,1284931,1716385,1716385,33.6,81.3,95.0,619.9,2024-09-16,2024-12-29
Hirlenn,Mage,dps,Fire,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1261872,1261872,1261872,null,50.0,50.0,628.0,2025-01-13,2025-01-13
Bundabandit,Rogue,dps,Assassination,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,5,1255377,1461957,1461957,16.5,88.4,96.0,614.4,2024-09-18,2024-10-09
Pouflepalouf,Paladin,dps,Retribution,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1236053,1236053,1236053,null,50.0,50.0,626.0,2025-01-13,2025-01-13
Mægisk,Rogue,dps,Outlaw,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1230987,1329709,1211355,-1.6,86.8,96.0,612.3,2024-09-16,2024-10-09
Iustitiæ,Warrior,dps,Fury,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1229134,1522076,1522076,23.8,69.0,94.0,609.2,2024-09-16,2024-10-09
Lazlow,Warlock,dps,Destruction,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1208121,1208121,1208121,null,56.0,56.0,628.0,2025-01-13,2025-01-13
Sebaheoung,Warlock,dps,Demonology,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1198255,1214976,1181534,-1.4,70.5,90.0,620.5,2024-10-06,2024-11-24
Explorer,Paladin,dps,Retribution,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,9,1194651,1837004,1466345,22.7,70.0,99.0,620.6,2024-09-16,2025-01-13
Larssonoker,Evoker,dps,Devastation,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,5,1184290,1315505,1262967,6.6,78.6,85.0,608.2,2024-09-18,2024-10-09
Pattern,Warlock,dps,Destruction,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1176236,1203497,1148975,-2.3,58.5,65.0,619.0,2024-11-24,2024-12-29
Lubrikator,Warlock,dps,Demonology,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1157254,1337674,1337674,15.6,88.5,96.0,611.5,2024-09-16,2024-10-09
Brickyd,Warrior,dps,Fury,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1124900,1149357,1149357,2.2,59.0,62.0,615.5,2024-10-06,2024-10-13
Ashyminge,Mage,dps,Arcane,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1119623,1252885,1252885,11.9,74.0,86.0,612.7,2024-09-16,2024-10-09
Yellowbb,Paladin,dps,Retribution,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1114743,1114743,1114743,null,74.0,74.0,608.0,2024-10-06,2024-10-06
Temitiri,Shaman,dps,Elemental,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1112200,1227212,971581,-12.6,82.0,94.0,610.7,2024-09-16,2024-10-09
Borpaspin,Shaman,dps,Enhancement,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1097603,1097603,1097603,null,43.0,43.0,615.0,2024-11-24,2024-11-24
Axonea,Shaman,dps,Enhancement,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1089186,1312121,1312121,20.5,64.0,90.0,610.2,2024-09-16,2024-10-09
Larssonogue,Rogue,dps,Assassination,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1073727,1073727,1073727,null,39.0,39.0,590.0,2024-11-24,2024-11-24
Yearning,Monk,dps,Windwalker,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,8,1052707,1567913,1567913,48.9,49.5,81.0,616.9,2024-09-16,2025-01-13
Arolie,Paladin,dps,Retribution,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1042520,1059723,1025318,-1.7,60.0,65.0,618.0,2024-10-06,2024-10-13
Nobinminge,Warrior,dps,Fury,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,2,1041363,1258055,1258055,20.8,48.0,77.0,612.0,2024-10-02,2024-10-09
Alexbuh,Hunter,dps,Marksmanship,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,4,1032197,1069969,1004559,-2.7,78.0,82.0,606.5,2024-09-18,2024-10-09
Reminiscence,DeathKnight,dps,Frost,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1028107,1028107,1028107,null,51.0,51.0,603.0,2024-10-06,2024-10-06
Temra,Warlock,dps,Demonology,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,1027895,1027895,1027895,null,62.0,62.0,591.0,2024-10-06,2024-10-06
Televisions,Priest,dps,Shadow,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1014302,1155450,980658,-3.3,82.8,90.0,614.0,2024-09-16,2024-10-13
Cocainekate,Warlock,dps,Demonology,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1013449,1308812,1308812,29.1,61.8,95.0,612.3,2024-09-16,2024-10-09
Aideen,Warlock,dps,Affliction,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,5,1007922,1156614,1156614,14.8,68.6,90.0,610.2,2024-09-16,2024-10-02
Rightairpod,Mage,dps,Arcane,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,6,1000616,1140355,1140355,14.0,52.2,69.0,612.0,2024-09-16,2024-10-09
Cuddles,Priest,dps,Shadow,2919,Broodtwister Ovi'nax,Nerub-ar Palace,4,Heroic,1,980261,980261,980261,null,62.0,62.0,618.0,2024-10-09,2024-10-09
